reviewer_name,review_date,review_content
Nomad46785550746,25-Jul,"The hotel''s pillows are comfortable, bathrooms and cleanliness ten-to-ten, the open buffet is delicious and the reception staff very attentive and helpful Value Rooms Location Cleanliness Service Sleep Quality"
iqra b,25-Jun,"Amazing staff, very understanding and very accommodating, overall great experience, would book again Insha Allah !!"
Connector02225193570,25-Jun,"Very good customer service, great location, breakfast has lots of choice. Cleaning service team were fantastic, shuttle service to masjid was great and hard working drivers. Value Rooms Location Cleanliness Service Sleep Quality"
Ashraf R,25-Jun,Perfect Marriott hotel as usual ijust propose to make bridge to Harram to facilitate movement especially for older visitors Value Rooms Location Cleanliness Service Sleep Quality
???? ?,25-Jun,Beautiful and special stay and thank brother Ali at the restaurant and a wonderful guest relationship for their service and welcome Excellent cleanliness and service Value Rooms Location Cleanliness Service Sleep Quality
Siham E,25-Jun,"The rooms are beautiful and spacious and very clean. The bedding and pillows are very comfortable. The service is professional, kind, smiling and attentive. I was able to benefit from a late check out, offered free of charge, because I was tired The breakfast is exceptional. Everything was perfect. The hotel is very close to lharam, plus there are all the minutes shuttles to get there faster. I highly recommend it. Value Rooms Location Cleanliness Service Sleep Quality"
Mohammed,25-Jun,"It was wonderful to have golf carts and shuttle buses available to the Haram — it made transportation so much easier. The reception was more than excellent, and I especially want to thank Ahmed for his outstanding service. The breakfast buffet was very delicious, with a wide variety of dishes. I also want to thank the morning restaurant staff member — I don’t know his name, but I truly appreciate his warm welcome and friendly attitude. Insider tip: Good service"
Sulin E,25-Jun,"The best pillows Excellent service n stay with friendly lady, Taif. We will come back again n we really like the hotel. Thank you for upgrading our room."
mohd a,25-Jun,"An unforgettable experience near the field My stay at Marriott Jebel Omar was impeccable in every way. The location is excellent, minutes from the field, with a convenient and fast shuttle service. The rooms are clean and spacious, and the breakfast is diverse for everyone. The highlight of the stay is the top-notch treatment from the crew, and especially the sister Fatima at the reception, who was an example of smile and professionalism. You greeted me attentively from the first minute and followed my reservation carefully, making my stay truly comfortable and special. It''s the hotel''s prime facade and deserves a Rating 100/100. Would definitely recommend this hotel to everyone. An elevated experience worth repeating. ??????? How did you rate this message ? Value Rooms Location Cleanliness Service Sleep Quality"
raihanah a,25-Jun,"A very convenient and awesome place to stay! The hotel offers a beautiful view and spacious rooms. It's located very close to Masjid al-Haram, and there's a shuttle bus/buggy service available, which makes transportation even easier. The customer service was excellent—friendly and attentive. I truly appreciate the free room upgrade I received. Thank you, Marriott, for the warm hospitality and the wonderful experience. Highly recommended for all travellers, especially Dhuyufur-Rahman (guests of Allah) who are performing Hajj or Umrah. This hotel made my journey much more comfortable and memorable. Insider tip: A very convenient and awesome place to stay! The hotel offers a beautiful view and spacious rooms. It's located very close to Masjidilharam Value Rooms Location Cleanliness Service Sleep Quality"
ZZ Z,25-Jun,Very near the haram. Clean and comfortable rooms. Friendly staff that makes you feel welcome. Room service had a variety of choices.
Nik A,25-Jun,Syukran Jazilan … Thank you so much Marriot for making our Hajj experience an awesome one. In sha Allah we will come back here soon. Thank you BONVOY Value Rooms Location Cleanliness Service Sleep Quality
Irini E,25-Jun,"The hotel is luxury, the service is excellent. Very close to Haram. All the employees are very good but the best of all is Miss Hadeel in the front desk. She is very gentle. I will come back. Insider tip: Good place Value Rooms Location Cleanliness Service Sleep Quality"
Mohammad A,25-Jun,"When the receptionist and her manager ensure you get a double room in Haj season (despite having only booked 2 singles) and give the room keys with 2 hands as a mark of respect for the guest, then you know the hotel cares and they want you to have a great stay. This is a quality hotel, which cares, has easy access to Haram topped with a wonderful breakfast buffet. Credit to Miss Hadeed at the reception and her female manager. Keep it up. Value Rooms Location Cleanliness Service Sleep Quality"
Mefail A,25-Jun,"Well, they did it again with the service and respect at the restaurant that they have at this hotel so happy to mention a lot of the people but too specific ones by name are 1 Zain 2 Fahad I have been in food business for 46 years in America currently in Texas if I could take these people to work for me, I would because I know that they have a heart for customer service Value Rooms Location Cleanliness Service Sleep Quality"
Ibtsam A,25-Jun,"An excellent hotel with all aspects of staff and staff, cleanliness and even rooms, in fact I am proud to be part of Marriott customers and the staff are very top-notch Value Rooms Location Cleanliness Service Sleep Quality"
Navigate43515216862,25-Jun,"The hotel is very nice and the staff is top-notch, courteous and polite, the location is expansive and convenient, the guest relations staff are great Value Rooms Location Cleanliness Service Sleep Quality"
????? ?,25-Jun,"I especially like to thank Haddell for her top-notch treatment and clear guest comfort, helped me with all procedures smoothly and with a smile left, and made many things easier for me that made the experience much better than expected???? Value Rooms Location Cleanliness Service Sleep Quality"
A S,25-Jun,"I had an exceptional experience at Jabal Omar Marriott Hotel. From the moment I arrived, I was warmly welcomed by the staff, who were not only professional but also genuinely attentive to every detail. The room was spacious, clean, and offered a breathtaking view of the holy city. Value Rooms Location Cleanliness Service Sleep Quality"
Mustansar W,25-Jun,Very Cooperative Staff. And Family Environment Really Enjoyed. Best Hotel To Stay In Mecca. Whenever I visited In Mecca i always stay here and always Get warm Welcome Value Rooms Location Cleanliness Service Sleep Quality
Flyer62230872316,25-Jun,"Comfortable stay, very clean hotel, excellent location near the field, everything was organized and tidy. I thank the staff for their top-notch style and thought of guest comfort, was very helpful and was treated professional and special. An experience worth repeating. Comfortable stay, very clean hotel, excellent location near the field, everything was organized and tidy. I thank the staff for their top-notch style and thought of guest comfort, was very helpful and was treated professional and special. An experience worth repeating."
Parvez I,25-May,"I wanted to take a moment to express my heartfelt thanks for the wonderful care and attention Alamin provided during our stay. Your dedication and hard work truly make a difference, and we are so grateful for everything you do. Thank you for making our experience so pleasant and comfortable. Warm regards, Iqbal Insider tip: The hotel is fantastic. It is that good that I’ve already decided that the next time I come to Mecca I will be my children and we will all b"
Sightseer03720539957,25-May,There is a bug in managing bookings No customer interest Not accurate in catering to customers The reception was contacted and we didn't reach a result even though the request was just at the core Booking: Quadruple Room Presidential Suite Service: Presidential Suite Double Room Reason for family criticism
Rihana F,25-Apr,Best location Najir very helful and upgraded me to a suite excellent view. I loved it. Breakfast had very good choice of food. Superb service. Staff very helpful. You get the buggy if you want to the mosque gate. That is super helpful when you rush. Big suite. Amazing view I had. Insider tip: Don't take the bust just walk across hilton or walk from the side just 3 to 4 min walk to Haram. Value Rooms Location Cleanliness Service Sleep Quality
Mujahid K,25-Apr,"Excellent hotel, great service and very clean. The staff are very polite and welcoming. Especially Mahdi - room service and Sohag - bill man, 10/10 for their service. Hotel is close to Haram. They even have a shuttle vehicle to transport you to haram and back. Definitely recommend. Value Rooms Location Cleanliness Service Sleep Quality"
Islam c,25-Apr,"The best hotel in the vicinity of the camp, the services offered, the guest relations office, all very helpful and pleasant and gave me a view of the camp for free, the reception officer is very rare and very helpful and smiling very kind and sure Abby return to this hotel, please God, the room service is excellent and the transfer service providers of the camp with his neighbor nearby in cars and linens of the camp"
argontamer,25-Apr,"It's amazing hotel, but I would pay extra 200 per night and book other hotel closer to the haram like jumairah or hilton suites or alabraj. Because I was unlucky when I came back from tawaf and saeey , was waiting for the bus for 5p min then ended up taking taxi , then I realised that the marriot driver took a break and the double tree driver covered his trips but with double tree bus without telling me that he takes to marriot. The receptionist on check in was focusing on asking me to buy breakfast , and didn't tell where is the left ciz she was interested in serving next customers, we ended up going around the hotel .Also on drop off the taxi drops you on the road , so it will be easier for him to leave , although there is a drop place on the left , also only 1 luggage stand in a quadruple room , only small water bottles , difficult to go to the shop and buy water , but the rooms are very large and spacious, bad smell in the toilets, I would not go there again for my next umrah"
Youssef,25-Mar,"The hotel provided an exceptional experience, characterized by its prime location and stunning views. I would like to commend the staff for their outstanding service, particularly Younis , who worked at the Al Suhur buffet. His professionalism, attentiveness, and willingness to assist made a significant difference during my experience . Thank you, Yacine, for your exemplary service. Insider tip: No Value Rooms Location Cleanliness Service Sleep Quality"
Salih K,25-Mar,It's just ridiculous getting a room after us It doesn't mean getting here early There's no Ranking We're not complaining There's no one to complain They put a picture of the hotel manager on a small screen at the front desk They put the number but they don't answer the phone I'm extending the phone call to the front desk worker Do you not see I'm not empty I didn't match the name.
Majed M Ali,25-Mar,"A great stay always is made by a great staff, Ms. AFRAH of Jabal Omar Marriott Hotel, Makkah is of a staff kind that gives her best to create a memorable and comfortable stay to her guests, and indeed she did. Ms. AFRAH made our stay the best in everything, on behalf of me and my family we thank her and the entire staff of Makkah JO Marriott for their kindness and services. Definitely we will stay here again and we recommend this luxurious hotel in Makkah. Value Rooms Location Cleanliness Service Sleep Quality"
imiman,25-Feb,The hotel is close to haram with a continous service of shuttle bus and golf cars . Friendly staff and i would like to thank Ali alkhanbashi for his excellent service and smiling face . Tasty breakfast with many options . Dates and coffee served all day Enjoyed my non smoking room with haram view
Noreen K,25-Feb,"The hotel room was spacious clean they gave a luxury experience, Abdul-Rahman was very helpful, in fact all the staff was always ready to help. The only thing I would say negative is that the roof top with open space wasn’t available to us unless we paid £25 per day xtra which I think was upsetting as I was looking forward it. Apart from that I would definitely come back to this hotel again for ummrah, and I recommend it to family and friends, I love the carts always available to take ana bring you back from the Haram. Insider tip: The breakfast has a nice variety of food, we only had breakfast then dinner, as no need for lunch. Value Rooms Location Cleanliness Service Sleep Quality"
Afrah M,25-Feb,"Fantastic hotel, clean, good service and location is very close to the Haram. I would like to gave a special mention one of the hotel services staff Mahmood Qamar. I would definitely recommend. If I ever come back I would I will book this hotel. Insider tip: Great hotel. Value Rooms Location Cleanliness Service Sleep Quality"
Mohammed A,25-Jan,"My room was booked for someone else when I arrived, even though it was already fully paid. I got card keys to unlock the door only to find another family sleeping inside what was supposed to be our room. We couldn’t get another room because the hotel was “fully booked”"
Mustafa A,25-Jan,"I had the pleasure of staying at the Marriott Jabal Omar Hotel during my recent trip, and I cannot recommend this place enough! From the moment I arrived, I was welcomed with warmth and genuine hospitality. The staff truly went above and beyond to ensure my stay was comfortable and memorable. A special mention goes to *Taif* and *Fatima*, whose attention to detail and kindness made my experience unforgettable. Taif greeted me with a smile and made sure that all my needs were met, offering excellent recommendations for things to do in the area. Fatima, with her thoughtful service and care, made me feel like a valued guest every single day of my stay. Their professionalism and eagerness to create a joyful experience really stood out. They truly embodied the spirit of hospitality, making me feel welcomed and at home from start to finish. I was particularly impressed by the personalized touches, which made my visit feel incredibly special. Again a huge thank you to Taif and Fatima for their hospitality—it’s rare to encounter such genuine kindness, and they truly made my experience unforgettable!"
Susu A,25-Jan,"Thanks to Safari Manager Sami The first day was no good at all. Thank God, I was pleased to see my replacement manager, Sami, resolving the problem and raising the rooms to Junior Suite, very friendly, very nice and high-quality Second of all, thank the olives restaurant for hiring a decent human, polite and very friendly on the pineapple Thanks to the staff manager, missed me, climbed up to the restaurant and ounce Thanks to Marriott for the kind treatment of travel manager Sami A guest relationship is a story, come in the morning, come in the night, come in the night, come in the night, come in the night, come in the night, come in the night, come in the night. If only hotel manager Sami has stayed"
Kalim M,25-Jan,"My first time at Mariott hotel mecca. Housekeeping service are excellent. Special shout out to Mr Ibrahim (HKS) very helpful. Great service. The room are very clean, great view to MASJID Haram and very easy access to prayer room with air-conditioning clean and tidy. Recommended. Thank you. Regards, Mawnah ali Value Rooms Location Cleanliness Service Sleep Quality"
Rema E,25-Jan,"This is my first time in this hotel , I have arrived at 5 pm and they informed me in the reception that my room is not ready yet!!! I didn’t expect that specially even if the previous visitors are late checking out they must have left at 2 pm max. I have no time i have to leave my kids and go for Omrah and I am leaving the next day . But unfortunately I am stuck in the reception.. waiting for my room .. this is my last time in this hotel as I go for a quick Omrah all the time , and I have no time for this delay."
Samah S,25-Jan,"The first thing was that there was a terrible leakage due to the rain in the ceiling and made even worse smell and made our bed and floor so wet and with an irritating sound that we could not sleep. We also complained three times about that and nobody responded to our claim. Second, before checkout we were coming back from prayer and went to go to our room and found our cards for entering our room and making the lift work was disabled which was a very annoying thing especially when there were no stairs and after some time we got back to our room but after many tries."
Nosheen A,25-Jan,We stayed at the marriot in makkah this december we had a very pleasant stay. When we arrived at the hotel we had a very swift check in and were welcomed to a clean fresh room . we had a quad room and i was really happy that it was suxh a spacious room because usually quad rooms in makkah tend to be quite small.. we had no problems with our stay.THe buggy and shuttle service was the best thing about staying in this hotel the 24/7 service we would leave lobby and it would be there promptly perfect fir goung to the haram! The only thing i would say is it would be nice if the carpets in room were washed as looked a bit worn but that wasnt a huge issue! I must say Ahaad our room janitor was amaazing always there to help and a welcoming smile best wishes to him! thank you for a great stay in sha Allah would love to come back again Value Rooms Location Cleanliness Service Sleep Quality
MOUNIR B,24-Dec,"BONJOUR: jE SUIS BOUBAKER MOUNIR, J'AI FAIT OMRA DATE DU 14 OCTOBRE 2024 AU 28 OCTOBRE 2024, SACHANT QUE J'AI FAIT DANS LA MEME DATE DE L'ANNEE PASSANTE ""OCTOBRE2023"" ET J'AI RESIDE DANS L'HOTEL MARRIOT MAKKAH. JE SUIS TRES FIER ET TRES CONTENT DE CETTE HOTEL SURTOUT LE SERVICE, LES PERSONNELS ET SURTOUT LE RESPONSABLE DE LA RESTAURATION Mr MAHOUD KAMAR QUI EST UN HOMME RESPCTUEUX, HUMAIN ""MAHMOUD KAMAR: QUI MA SAUVE LA VIE LORSQUE J'AI EU UNE CRISE CARDIAQUE TOUT EN SACHANT QUE JE SUIS DIABETIQUE, CARDIAQUE ET CANCEREUX"". ENCORE UNE AUTRE FOIS, MILLE FOIS MERCI A TOUTE L'EQUIPE DE L'HOTEL MARRIOT ET SURTOUT Mr MAHMOUD KAMAR. CREDIBILITE EXTREME ""LE MEME CONTENUE EN LANGUE ARABE"" Peace be on you, God's mercy and blessings. I’m a “Arab” from 14 October 2024 to 28 October 2024: Meiner Bubker / My Wife: Meunière Bubker Lakes To Mr. President General Manager Marriott Makkah: After the greeting, I express my sincere thanks and full appreciation for the information and care found and found by all the attendees in the above period by the staff and the currency, especially Mr. Ahmad Kumar who was the cause of my rescue when we were told that I suffered from diabetes, heart disease and cancer. I renew the impeccable greeting of Mr. Hammarby to his humanity and high creation. Please accept my respect and appreciation for your sovereignty and all your colleagues. Thanks for telling the person that I haven’t forgotten his human attitude to me. A thousand thanks and appreciation. Date de l'expérience : octobre 2024 Value Rooms Location Cleanliness Service Sleep Quality"
Aisha A,24-Dec,"Of the best hotels I and Dave deal with when I arrive for my chosen taste of the hotel more than beautifully clean, attentive, quiet place, creative, welcoming staff and top-notch amenities(Thank you :Yasar Monthly - Amel Chamarani - Ali - Cangy - Carpet - Mohamed Kamal Value Rooms Location Cleanliness Service Sleep Quality"
DM416,24-Dec,"Phenomenal experience Absolutely phenomenal .. not enough words for the service . Ahmed at the front desk was just a blessing . The room was amazing , location as well but there’s honestly not enough words for the service . The room was super clean, view was of haram , perfect temperature very comfortable bed Value Rooms Location Cleanliness Service Sleep Quality"
Bo Y,24-Dec,I had a wonderful experience at the amazing property. The team is so nice especially Nader and Ms. Taif. You can see that the leadership is doing a great job as the team is motivated to go above and beyond and provide a memorable experience for all. Will definitely choose this property every time I visit the Holy City of Makkah!
GoPlaces55725687735,24-Nov,Great rooms and service. Mr .Anees was brilliant with front service. Always there for us. Location is good. Shuttle bus could have been. More regular. Drop off the to a lift at Hilton Suites which is frustrating as very busy at prayer times. Otherwise a memorable stay. Thank you Address Value Rooms Location Cleanliness Service Sleep Quality
WdzNono,24-Nov,"Very professional cleaning man Sumptuous breakfast Good bedding Very good location Shuttle Lobby welcome !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ……..,.,…,,,,,,,,,,,"
Basem A,24-Nov,"Disappointed and not impressed with this stay at Marriott. Starting from the check in, putting us in a smoking floor while we requested non smoking. The drainage in the bathroom was clogged and water went all over the bathroom. Air conditioner and thermostat didn't function properly until last night before check out. Customer service is just Talk with no action except for Mr. Nader who was the only one that showed real action. Their transportation service is not that good. Overall not recommended. Just choose a different hotel in the area you will have better value and more comfort. The two stars are fir Mr. Nader intervention otherwise would give 1 star. Insider tip: Due to the construction in the area, Marriott location is not recommended now. Also their transportation is unreliable. Value Rooms Location Cleanliness Service Sleep Quality"
N I,24-Nov,Thank you Raquib for room service very polite and always ready to assist.. only improvement i think bathroom needs a little bit maintenace and shuttle needs be a bit more often as it takes longer than other nearby hotels. Would recommend stay
Mohamed Amin A,24-Nov,"The hotel staff has notified you of arrival at 2pm.... Upon arrival, I ordered the room from the front desk but they recognized it was being cleaned.... I received the room at 4:00 after dark.... Big thumbs-up on the reception staff and housekeeping... Room that needs 2 hours to clean up!"
Rowshan Z,24-Nov,"We comeback London with beautiful experience. The room was very big ,clean and tidy .The view was beautiful.Room service was excellent.I am happy with your staff and their kindness.Russel help us with luggage and take care my little boy very nicely when we were busy with taxi.I will recommend my friend and family and hope we will visit again soon."
Reema,24-Nov,"This is my first visit to Marriott Jebel Omar and I booked the room directly with the hotel Your top-notch treatment is decent From the hotel manager Mr. Wilder and all the staff from the reception, Mr. Ali’s guest service to Mrs. Jay, Mr. Yunus, Mr. Ali’s staff in the morning, Mr. Mahmoud in the evening, Mrs. Hadid, Mr. Samir and Hadd in the business hall and room service Language is unable to thank This is proof of Hotel Manager Mr. Wilder’s standout leadership for excellence and success Thank you all and I am proud of this outstanding performance led by Saudi Administration and of the outstanding Saudi and Arab cadres Best regards and I will always be back at Mount Omar Marriott"
Elmira N,24-Oct,"The hotel is great the lobby/reception area is so beautiful and smells so nice. The room is spacious and the beds are very comfy, the bathrooms are luxurious and up to the highest of standards there is such a nice view and the shuttles to the masjid are right downstairs the shuttles run for a long time even in the night and if there aren’t any it is an easy walk. There was only a small issue with our visit but it was fixed very quickly with no issues. Insider tip: It’s good to get to know the route back to the hotel by foot just in case there aren’t any shuttles Value Rooms Location Cleanliness Service Sleep Quality"
Hichame,24-Oct,"Great hotel, no complaints. Very clean and spacious room. Near the Haram light climb Nespresso machine in the room. Very comfortable bed. Very fast check-in and very nice receptionist. I will be back very soon"
Rahina H,24-Oct,"The hotel rooms were extremely dusty and are in need of urgent upgrades.My daughter fell very sick on the night we arrived at the hotel because of the dust in the room. She ended up with a throat infection and was unable to visit the Haram due to her sickness. Her entire visit was marred by the stay at this hotel. The rooms are not at all upto the standard of a luxury 5 star hotel. They weren’t cleaned properly till the last day of our stay after we complained several times. The bathrooms were not cleaned fully and left wet after mopping and the showers didn’t drain properly - inadequate bathroom supplies for 5 people. The beds were not at all comfortable and the pillows inadequate. The location was highlighted as a walking distance to the Haram, but it wasn’t made clear that it was an uphill walk and aged people will struggle to walk. We chose to stay at the Marriott, given the high standards the hotel chain has in other places. But the stay here was extremely disappointing and not upto the standard of a 5 star hotel. Zero value for the money that is charged by the hotel. Will not be staying here again and will not be recommending the Marriott to any one. Insider tip: Wouldnot recommend it to anyone- cost doesnt match the service and facilites. Value Rooms Location Cleanliness Service Sleep Quality"
Junaid A,24-Oct,"I booked this hotel and i was met with rooms that are less than what i had booked. I booked two triple rooms 5 months in advance of me arriving in Makkah. When i arrived i was given 2 double rooms, One which had a roll in bed added to the room. When i brought this up with Brother Naseer at the Reception he replied back to me saying that the room is registered as triple rooms, (I have included the rooms given to me below). I requested a refund as i was frustrated with the rooms they were giving me. The receptionist confirmed a refund was going to be made and i am still waiting for the refund, this is 5 weeks later. Hotel.com have stated that Jabal Omar Marriot are not providing confirmation of the refund and are not responding. AVOID AT ALL COSTS! Insider tip: AVOID AT ALL COSTS Value Rooms Location Cleanliness Service Sleep Quality"
Mo Ashraf,24-Sep,"The hotel is very nice, reception and facilities are good. Standard rooms are also good with decent space. Not very close to Haram but buses are there all the time. BIG thank you to HANAA and REHAM from the front desk who make the life easier for check in process as well as very smooth and prompt response to our requests. They are really very helpful. BIG BIG thank you again. Insider tip: You just need to be patient for the peak times with the buses. For older ages, I prefer to book closer to haram with walking distance."
?????? ??????? ????,24-Sep,Too bad to agree that the worker in my rooms and I with my housekeeper so bad to treat the hotels to their side so much better not to adjust it even adding the rooms so tight and you feel it's a favor of you what you've motivated them to floss never so excellent and the breakfast is so low to replace any other hotel beside the camp
Adhir A,24-Sep,"The hotel could be recommended as the best as the room was neat, there was no chance if waiting at any point. The service was something commendable and unique. The shuttle bus service was great help for my parent who were old and didn’t have to wait to go to haram. Mr Ahad was always near us for any service. This was one of the best hotel in Makkah for all worshippers."
Hasan R,24-Sep,"Average Service and experience Despite messaging and receiving confirmation from the hotel before we left Singapore to have the beds ready for the children, nothing was done. After 9 hours flight a 2 hour drive, nothing was done, nothing explained, and no information was provided. We got to the room, one sofa bed was broken, and they advised to sleep on the sofa. Nothing was advised about shuttle service, and today, calling 4 times to pick laundry and clean our room before we returned by 1pm, nothing was done. There is no desire to act or service, and I am a titanium member for life. Horrible ownership and accountability, and if you're here for umrah, this hotel will test your patience. I am really disappointed with this hotel, and we honestly will opt for a better option next time inshallah."
Yassine H,24-Sep,Great hotel. I always enjoy staying there. Nice rooms and great food. The staff are very friendly and professional. Special thanks to Mrs. Taif (Guest Relations)for taking care of us the best way possible. She was very professional and nice. Great job and thank you!!! Value Rooms Location Cleanliness Service Sleep Quality
Bekbolat Z,24-Aug,"During my recent stay, I encountered a significant issue with the room. Upon entering, I immediately noticed a strong smell of cigarette smoke, which was highly unpleasant. As a non-smoker, this was a major inconvenience that negatively impacted my experience. I promptly informed the staff about the issue, hoping they could assist in either deodorising the room or offering an alternative. Unfortunately, their response was disappointing. The staff seemed indifferent to my concern and offered no immediate solutions. I decided to visit the reception to address the issue in person, but it was extremely busy, with a long queue of guests waiting. The waiting time was excessively long, and it seemed the reception was understaffed. By the time I reached the front desk, I was frustrated with the lack of support and attentiveness. Overall, the unresolved smoking smell and the unresponsive staff made my stay far less enjoyable than expected. I hope the management will address these issues to improve the experience for future guests. Value Rooms Location Cleanliness Service Sleep Quality"
yousouf j,24-Aug,"The property is gorgeous. Staff service is incredible and very welcoming. I checked in at 2am and the bell staff was very attentive and diligent. The front desk agent was able to get us into our room very quickly. Room is very nice and this is overall a great experience. Insider tip: You have 3 options to visit Haram. Walk, shuttle bus or buggy. Value Rooms Location Cleanliness Service Sleep Quality"
Blendrin Hoti,24-Aug,"Imam made our breakfast experience truly special. He was very friendly and attentive, regularly checking if we needed anything and ensuring we had a great start to our day. His service was outstanding. Kudos to him, and thanks also to Mr. Sulayman for leading such a great team!"
Arfan I,24-Aug,"Pros: clean, lifts work well, new style door keys always work and shuttles run regularly to the haram. Hotel has a nice internal design and ambiance. Cons: room was small, they seem very short on towels. We spent 50% of our time there without clean towels and only got them after many phone calls and messages on the booking.com app. The breakfast range is very limited."
osama,24-Aug,"What a fantastic stay, our experience from arrival to departure was super ?? all the staff were amazing special thanks to front office team, they really did go above and behind and are on an absolute credit to the hotel I wish I can remember all the names. Speail thanks to Afrah, Yaser, Razan , Naser, and Abdulaziz (2 gentel men ther names is abdulaziz) These individuals are remarkable. Their service is indeed way above expectations. Thank you"
fatimah s,24-Jun,We would like to thank you all at the hotel during our visit to makkah We would especially like to appreciate your guest relations teams Afrah so welcoming to all the guests making us feel special Once again thank you & we are looking forward to staying with you. Value Rooms Location Cleanliness Service Sleep Quality
Talat S,24-Jun,Everything was excellent here. I recommend everybody to come here and stay. House keeping was excellent. People who work here are very professional. Food was excellent. Ahmed gamal supervisor of House keeping came to me personally and ask for everything alright. Ahmed was professional and very nice. I told him everything is excellent. Insider tip: No advise because they know everything Value Rooms Location Cleanliness Service Sleep Quality
Rhorom P,24-Jun,"Poor housekeeping. No amenities provided as we entered our room. Not even towel and cups. We did call the housekeeping, the answer was not pleasant to hear. The cups arrived 15 minutes later, and they gave us PAPER CUP instead of ceramic cups. The towels, two of them and no bathroom mat, arrived one hour letter. And the reception said our room was ready. Bleh. Please Marriot Jabal Omar, train your staffs properly. Please asked them to be warmer and friendly too. Teach them to smile at least. Good sides: distance to haram, breakfast buffet."
Pudjo W,24-Jun,"An excellent, clean and comfort hotel near the holy Kabah. The house keeping team is responsive and very helpful lead by Mr. Ahmed Gamal. The food taste is also suitable with my Asian tongue. I will recommend my colleagues to stay here when visit Mecca. Value Rooms Location Cleanliness Service Sleep Quality"
prabarini t,24-May,Mariott hotel is a good place.. Near masjidil haram n so Comfortable.. So Cleaning.. Thanks for housekeeping thanks for me. Ahmed Gamal for checking room n review.. I'm so happy can be stay here for a while with my family and hajj here. Alhamdulillah Value Rooms Location Cleanliness Service Sleep Quality
Khan A,24-May,"We are from Germany and we were really excited to meet Ahmed Gamal the housekeeping supervisor. He had an excellent communication and was very helpful. He used his time to help us and after we knew him, our room were very cleaned. He was perfect."
kaiss s,24-May,"Marriott is very nice hotel where that we had get à very complet service. 100 % service with the gentle reception man Yaser .thanks yaser. And also Ahmed gamal, housse keeping supervisor have à nice smile with us .very professionnel .thanks alot for him and his team. Hotel with à service of lexuxury."
Diara C,24-May,The hotel is well located with a shuttle available between the Al Haram Mosque and the hotel. Pleasant. A magnificent view of the Al Haram Mosque from the window. Pleasant staff. We feel comfortable. Allah ummah bariqk. Value Rooms Location Cleanliness Service Sleep Quality
Joren V,24-May,Very good hotel and housekeeping. Very friendly people. Ahmad Gamal best housekeeping supervisor in the whole world. Quick engineering help for socket issue. I will definitely come again to Marriott when I come to Mecca. I recommend it to everyone.
Mohammad K,24-May,"Excellent service, upgraded to suite. The amenities were state-of-the-art and high quality. The bathroom, the bed, the foyer, and the living area were spacious. Insider tip: The best hotel in the Makkah area for family. Value Rooms Location Cleanliness Service Sleep Quality"
Resort44476187012,24-May,"I had great stay at Marriott Jabal Omar. Everything was perfect. Amazing staff especially Abeer at reception, who checked me in. I have a request for a Marriott bathrobe, which will be greatly appreciated. Insider tip: One of the excellent hotel near Haram with outstanding service Value Rooms Location Cleanliness Service Sleep Quality"
Blerim A,24-Apr,"Amazing Holiday Amazing, Hotel, Amazing service special in reception amazing service im ver satisfied i enjoy in maximum thank you i really enjoy Insider tip: Of course I will come again soon Value Rooms Location Cleanliness Service Sleep Quality"
Shaukat A,24-Apr,"We had amazing time here at the Marriott hotel. The staff were very welcome. The room was well presented and clean. Ahmed the cleaner is on top form, cleaning the room perfectly. Insider tip: Book Marriott for excellent service Value Rooms Location Cleanliness Service Sleep Quality"
Sheinn M,24-Apr,"I am a guest from room no. 2101.I stayed at hotel from 11th April to 18th April 2024. First, big nice room with soft mattress and large bathroom with full bathroom supplies. Nice decoration. But first I am a little disappointed for I have to walk to haram for 10 minutes. But later I have known that hotel has bus to haram (24 hr service). So no worries to walk. Room cleaning service is good. All hotel stuffs are friendly , nice and polite. I have to go back to Jeddah Airport today. But my flight time is 10 pm. So I have to go 5pm from Makkah to catch the flight. So I ask receptionist for late check out. Actually the standard check out time is no later than 13:00 noon. But hotel let me stay at hotel until 4:00pm for late check out with no extra charges apply. What a convenient. If not I have to wait in lobby from 1:00pm to 4:30 pm for my taxi ??. Thanks to this hotel and may Allah bless on them. If Allah give me another chance to come back, I would definitely sure to stay at this hotel ??"
farhana,24-Apr,"went for umrah with family 2nd week of ramadhan . everything was good except that i had request weeks in advance about early arrival from dubai and there was no information at the reception , after umrah we splet in the lobby till 11am and finally got a chance to pay aed 500/- and get the room at 11am. the rooms were ok there 4 single bed . the room service was also good. the approxmity to haram was 5 min there was always shuttle avbl to and from hotel to haram. i totally loved the view from our room .alhamdulillah overall was good Value Rooms Location Cleanliness Service Sleep Quality"
Global29048713184,24-Apr,"The customer service was great, i had come here with my family that included my grandmother who has to use a wheelchair, and the entire experience was smooth for all of us, the hotel is disability friendly and the staff is extremely considerate and helpful. The view is great as well. Value Rooms Location Cleanliness Service Sleep Quality"
